1.00000000e-02	1.24660130e+01	0.00000000e+00	
2.00000000e-02	1.65366624e+01	-3.04629716e-08	
3.00000000e-02	2.00468718e+01	-3.87318146e-08	
4.00000000e-02	2.33537795e+01	-2.48498147e-08	
5.00000000e-02	2.62606831e+01	1.22276657e-07	
6.00000000e-02	2.82943921e+01	1.49973091e-07	
7.00000000e-02	2.93135746e+01	2.32242893e-07	
8.00000000e-02	2.92933266e+01	2.26945259e-07	
9.00000000e-02	2.82763192e+01	2.17794172e-07	
1.00000000e-01	2.63450606e+01	2.04428157e-07	
1.10000000e-01	2.36117079e+01	1.82027985e-07	
1.20000000e-01	2.02119621e+01	1.49474126e-07	
1.30000000e-01	1.62993467e+01	1.07694351e-07	
1.40000000e-01	1.20390903e+01	5.83471704e-08	
1.50000000e-01	7.60175177e+00	-3.95970411e-07	
1.60000000e-01	3.15682132e+00	-1.86342947e-07	
1.70000000e-01	-1.13343045e+00	-2.41737915e-07	
1.80000000e-01	-5.11963706e+00	-2.94538455e-07	
1.90000000e-01	-8.67033998e+00	-4.04693085e-07	
2.00000000e-01	-1.16761300e+01	-6.87635095e-07	
2.10000000e-01	-1.40527836e+01	-5.66838981e-07	
2.20000000e-01	-1.57432902e+01	-4.98673880e-07	
2.30000000e-01	-1.67187357e+01	-4.31686624e-07	
2.40000000e-01	-1.69780543e+01	-3.57831334e-07	
2.50000000e-01	-1.65467246e+01	-2.73420316e-07	
2.60000000e-01	-1.54745259e+01	-1.80456035e-07	
2.70000000e-01	-1.38325003e+01	-8.18239310e-08	
2.80000000e-01	-1.17092806e+01	1.96840941e-08	
2.90000000e-01	-9.20695335e+00	1.21497993e-07	
3.00000000e-01	-6.43662609e+00	2.21398366e-07	
3.10000000e-01	-3.51387357e+00	6.00227158e-07	
3.20000000e-01	-5.54239578e-01	5.96858631e-07	
3.30000000e-01	2.33103337e+00	7.32441976e-07	
3.40000000e-01	5.03888951e+00	8.63813006e-07	
3.50000000e-01	7.47783167e+00	9.58282783e-07	
3.60000000e-01	9.57068208e+00	1.00464941e-06	
3.70000000e-01	1.12566725e+01	9.95685250e-07	
3.80000000e-01	1.24928350e+01	1.05957934e-06	
3.90000000e-01	1.32546901e+01	7.62672314e-07	
4.00000000e-01	1.35362506e+01	5.46575026e-07	
4.10000000e-01	1.33493767e+01	3.49386192e-07	
4.20000000e-01	1.27225312e+01	1.48829698e-07	
4.30000000e-01	1.16990019e+01	-5.10969826e-08	
4.40000000e-01	1.03346677e+01	-2.43672009e-07	
4.50000000e-01	8.69540137e+00	-7.96276573e-07	
4.60000000e-01	6.85421089e+00	-8.11015107e-07	
4.70000000e-01	4.88823343e+00	-9.30819645e-07	
4.80000000e-01	2.87569663e+00	-1.04611591e-06	
4.90000000e-01	8.92966161e-01	-1.13830736e-06	
5.00000000e-01	-9.88209252e-01	-8.06471592e-07	
5.10000000e-01	-2.70315544e+00	-8.03929217e-07	
5.20000000e-01	-4.19635031e+00	-7.49799849e-07	
5.30000000e-01	-5.42305761e+00	-6.77807497e-07	
5.40000000e-01	-6.35047766e+00	-5.83295570e-07	
5.50000000e-01	-6.95839833e+00	-4.70018187e-07	
5.60000000e-01	-7.23934886e+00	-3.41549633e-07	
5.70000000e-01	-7.19827835e+00	-2.02590057e-07	
5.80000000e-01	-6.85179544e+00	-5.83112395e-08	
5.90000000e-01	-6.22701820e+00	8.57572386e-08	
6.00000000e-01	-5.36009341e+00	2.23970666e-07	
6.10000000e-01	-4.29445203e+00	3.50865838e-07	
6.20000000e-01	-3.07887436e+00	4.61475074e-07	
6.30000000e-01	-1.76544230e+00	5.51665670e-07	
6.40000000e-01	-4.07458334e-01	6.18498437e-07	
6.50000000e-01	9.42590061e-01	8.27454918e-07	
6.60000000e-01	2.23494469e+00	6.14606194e-07	
6.70000000e-01	3.42430411e+00	3.73511040e-07	
6.80000000e-01	4.47130502e+00	4.19435747e-07	
6.90000000e-01	5.34370958e+00	3.79620333e-07	
7.00000000e-01	6.01727286e+00	3.24945068e-07	
7.10000000e-01	6.47626894e+00	2.63746281e-07	
7.20000000e-01	6.71367388e+00	1.97634434e-07	
7.30000000e-01	6.73101622e+00	1.29370764e-07	
7.40000000e-01	6.53791714e+00	6.15655941e-08	
7.50000000e-01	6.15135253e+00	-3.33502870e-09	
7.60000000e-01	5.59467784e+00	-6.33642655e-08	
7.70000000e-01	4.89646292e+00	-1.17064198e-07	
7.80000000e-01	4.08918836e+00	-1.63529754e-07	
7.90000000e-01	3.20785791e+00	-2.02376467e-07	
8.00000000e-01	2.28858167e+00	-4.52653355e-07	
8.10000000e-01	1.36718472e+00	-5.57405403e-07	
8.20000000e-01	4.77890710e-01	-1.52226389e-06	
8.30000000e-01	-3.47875669e-01	-1.04857293e-06	
8.40000000e-01	-1.08252172e+00	-6.62114788e-07	
8.50000000e-01	-1.70313281e+00	-5.44908700e-07	
